,model_var,model_cross,JS-native,JS-nonnative,acc-native,acc-nonnative,arch,rep,lang,domain
317,w2v2fr-large_knn_2_wvFRResponses10Fold,7,0.2999035025100129,0.3553634535577385,0.5263157894736842,0.42467532467532465,knn,w2v2fr-large,FR,nat
318,w2v2fr-large_knn_2_wvFRResponses10Fold,8,0.26871135671648716,0.35810726700658285,0.5714285714285714,0.42337662337662335,knn,w2v2fr-large,FR,nat
319,w2v2fr-large_knn_2_wvFRResponses10Fold,9,0.3036638688866455,0.3745663554931795,0.4,0.3922077922077922,knn,w2v2fr-large,FR,nat
320,w2v2fr-large_max_class_2_wvFRNonnativeResponses10Fold_varHiddenRelu,0,0.21252560411789403,0.12403019155064958,0.5458937198067633,0.7142857142857143,max,w2v2fr-large,FR,non-nat
321,w2v2fr-large_max_class_2_wvFRNonnativeResponses10Fold_varHiddenRelu,1,0.21997346018188582,0.11842384010228402,0.5217391304347826,0.7402597402597403,max,w2v2fr-large,FR,non-nat
322,w2v2fr-large_max_class_2_wvFRNonnativeResponses10Fold_varHiddenRelu,2,0.21861634728635054,0.10787513598247511,0.5169082125603864,0.7692307692307693,max,w2v2fr-large,FR,non-nat
323,w2v2fr-large_max_class_2_wvFRNonnativeResponses10Fold_varHiddenRelu,3,0.2871538134687783,0.14948787874385264,0.43478260869565216,0.6493506493506493,max,w2v2fr-large,FR,non-nat
324,w2v2fr-large_max_class_2_wvFRNonnativeResponses10Fold_varHiddenRelu,4,0.2862528872380468,0.16147869655533972,0.4251207729468599,0.6623376623376623,max,w2v2fr-large,FR,non-nat
325,w2v2fr-large_max_class_2_wvFRNonnativeResponses10Fold_varHiddenRelu,5,0.21116673982874845,0.14143698863089033,0.5410628019323671,0.6883116883116883,max,w2v2fr-large,FR,non-nat
326,w2v2fr-large_max_class_2_wvFRNonnativeResponses10Fold_varHiddenRelu,6,0.20543059559759955,0.11954948252109926,0.5120772946859904,0.7792207792207793,max,w2v2fr-large,FR,non-nat
327,w2v2fr-large_max_class_2_wvFRNonnativeResponses10Fold_varHiddenRelu,7,0.1903721637982966,0.12518554436451965,0.5748792270531401,0.6710526315789473,max,w2v2fr-large,FR,non-nat
328,w2v2fr-large_max_class_2_wvFRNonnativeResponses10Fold_varHiddenRelu,8,0.20680925089324476,0.14146423102561342,0.5410628019323671,0.6578947368421053,max,w2v2fr-large,FR,non-nat
329,w2v2fr-large_max_class_2_wvFRNonnativeResponses10Fold_varHiddenRelu,9,0.2318567162773441,0.1430053528297681,0.4927536231884058,0.5897435897435898,max,w2v2fr-large,FR,non-nat
330,w2v2fr-large_max_class_2_wvFRResponses10Fold_varHiddenRelu,0,0.23531756745754473,0.25770944599664414,0.5,0.5,max,w2v2fr-large,FR,nat
331,w2v2fr-large_max_class_2_wvFRResponses10Fold_varHiddenRelu,1,0.18334039663447071,0.2726134887182703,0.4782608695652174,0.4688311688311688,max,w2v2fr-large,FR,nat
332,w2v2fr-large_max_class_2_wvFRResponses10Fold_varHiddenRelu,2,0.19528485779502563,0.24569614898793177,0.5652173913043478,0.4974025974025974,max,w2v2fr-large,FR,nat
333,w2v2fr-large_max_class_2_wvFRResponses10Fold_varHiddenRelu,3,0.18925618828183355,0.23358731333958704,0.5909090909090909,0.5233766233766234,max,w2v2fr-large,FR,nat
