,language,vowel,file,classification,probabilities
151,BR,e,BR815,a,4.5029577e-05
8151,BR,e,BR815,ɑ̃,4.5029577e-05
3151,BR,e,BR815,o,2.2418906e-06
9151,BR,e,BR815,ɔ,6.09409e-06
10151,BR,e,BR815,ɔ̃,6.09409e-06
4151,BR,e,BR815,u,2.2418906e-06
2152,BR,e,BR818,i,0.00033272605
5152,BR,e,BR818,y,2.2418906e-06
1152,BR,e,BR818,e,0.0066829813
11152,BR,e,BR818,ɛ,0.9918424
12152,BR,e,BR818,ɛ̃,0.00012240307
6152,BR,e,BR818,ø,6.09409e-06
7152,BR,e,BR818,œ,0.0009044432
152,BR,e,BR818,a,4.5029577e-05
8152,BR,e,BR818,ɑ̃,4.5029577e-05
3152,BR,e,BR818,o,2.2418906e-06
9152,BR,e,BR818,ɔ,6.09409e-06
10152,BR,e,BR818,ɔ̃,6.09409e-06
4152,BR,e,BR818,u,2.2418906e-06
2153,BR,e,BR82,i,0.006451605
5153,BR,e,BR82,y,5.8831024e-06
1153,BR,e,BR82,e,0.0008731298
11153,BR,e,BR82,ɛ,1.599193e-05
12153,BR,e,BR82,ɛ̃,5.8831024e-06
6153,BR,e,BR82,ø,1.599193e-05
7153,BR,e,BR82,œ,1.599193e-05
153,BR,e,BR82,a,0.01753728
8153,BR,e,BR82,ɑ̃,1.599193e-05
3153,BR,e,BR82,o,1.599193e-05
9153,BR,e,BR82,ɔ,5.8831024e-06
10153,BR,e,BR82,ɔ̃,0.9575031
4153,BR,e,BR82,u,0.01753728
2178,BR,e,BR931,i,0.0024614227
5178,BR,e,BR931,y,0.00033311732
1178,BR,e,BR931,e,0.0024614227
11178,BR,e,BR931,ɛ,0.000122547
12178,BR,e,BR931,ɛ̃,6.1012565e-06
6178,BR,e,BR931,ø,0.0009055068
7178,BR,e,BR931,œ,0.00033311732
178,BR,e,BR931,a,6.1012565e-06
8178,BR,e,BR931,ɑ̃,6.1012565e-06
3178,BR,e,BR931,o,1.6584934e-05
9178,BR,e,BR931,ɔ,6.1012565e-06
10178,BR,e,BR931,ɔ̃,0.99300873
4178,BR,e,BR931,u,0.00033311732
2179,BR,e,BR935,i,5.988923e-06
5179,BR,e,BR935,y,0.002416104
1179,BR,e,BR935,e,4.4252487e-05
11179,BR,e,BR935,ɛ,4.4252487e-05
12179,BR,e,BR935,ɛ̃,5.988923e-06
6179,BR,e,BR935,ø,4.4252487e-05
7179,BR,e,BR935,œ,0.002416104
179,BR,e,BR935,a,0.002416104
8179,BR,e,BR935,ɑ̃,5.988923e-06
3179,BR,e,BR935,o,1.627958e-05
9179,BR,e,BR935,ɔ,5.988923e-06
10179,BR,e,BR935,ɔ̃,0.9747259
4179,BR,e,BR935,u,0.017852727
2003,BR,ẽ,BR1023,i,0.00012091556
5003,BR,ẽ,BR1023,y,6.0200314e-06
1003,BR,ẽ,BR1023,e,0.00012091556
11003,BR,ẽ,BR1023,ɛ,0.0008934519
12003,BR,ẽ,BR1023,ɛ̃,1.6364142e-05
6003,BR,ẽ,BR1023,ø,0.0008934519
7003,BR,ẽ,BR1023,œ,1.6364142e-05
3,BR,ẽ,BR1023,a,0.017945461
8003,BR,ẽ,BR1023,ɑ̃,1.6364142e-05
3003,BR,ẽ,BR1023,o,4.4482353e-05
9003,BR,ẽ,BR1023,ɔ,0.00012091556
10003,BR,ẽ,BR1023,ɔ̃,0.97978896
4003,BR,ẽ,BR1023,u,1.6364142e-05
2010,BR,ẽ,BR142,i,2.2023034e-06
5010,BR,ẽ,BR142,y,0.01784545
1010,BR,ẽ,BR142,e,2.2023034e-06
11010,BR,ẽ,BR142,ɛ,1.6272943e-05
12010,BR,ẽ,BR142,ɛ̃,1.6272943e-05
6010,BR,ẽ,BR142,ø,0.0003268508
7010,BR,ẽ,BR142,œ,2.2023034e-06
10,BR,ẽ,BR142,a,0.006564974
8010,BR,ẽ,BR142,ɑ̃,0.0008884726
3010,BR,ẽ,BR142,o,2.2023034e-06
9010,BR,ẽ,BR142,ɔ,2.2023034e-06
10010,BR,ẽ,BR142,ɔ̃,0.9743285
4010,BR,ẽ,BR142,u,2.2023034e-06
2011,BR,ẽ,BR144,i,0.00012239629
5011,BR,ẽ,BR144,y,2.2417662e-06
1011,BR,ẽ,BR144,e,2.2417662e-06
11011,BR,ẽ,BR144,ɛ,1.6564536e-05
12011,BR,ẽ,BR144,ɛ̃,1.6564536e-05
6011,BR,ẽ,BR144,ø,0.0003327076
7011,BR,ẽ,BR144,œ,2.2417662e-06
11,BR,ẽ,BR144,a,0.0066826106
8011,BR,ẽ,BR144,ɑ̃,0.00090439303
3011,BR,ẽ,BR144,o,2.2417662e-06
9011,BR,ẽ,BR144,ɔ,6.0937523e-06
10011,BR,ẽ,BR144,ɔ̃,0.9917874
4011,BR,ẽ,BR144,u,0.00012239629
2012,BR,ẽ,BR146,i,0.00012242155
5012,BR,ẽ,BR146,y,0.00012242155
1012,BR,ẽ,BR146,e,2.2422291e-06
11012,BR,ẽ,BR146,ɛ,1.6567956e-05
12012,BR,ẽ,BR146,ɛ̃,1.6567956e-05
6012,BR,ẽ,BR146,ø,2.2422291e-06
7012,BR,ẽ,BR146,œ,2.2422291e-06
12,BR,ẽ,BR146,a,0.006683991
8012,BR,ẽ,BR146,ɑ̃,0.00090457976
3012,BR,ẽ,BR146,o,6.0950106e-06
9012,BR,ẽ,BR146,ɔ,6.0950106e-06
10012,BR,ẽ,BR146,ɔ̃,0.9919922
4012,BR,ẽ,BR146,u,0.00012242155
2031,BR,ẽ,BR257,i,2.061149e-09
5031,BR,ẽ,BR257,y,5.1090772e-12
1031,BR,ẽ,BR257,e,2.2603242e-06
11031,BR,ẽ,BR257,ɛ,0.99999774
12031,BR,ẽ,BR257,ɛ̃,5.1090772e-12
6031,BR,ẽ,BR257,ø,5.1090772e-12
7031,BR,ẽ,BR257,œ,5.1090772e-12
31,BR,ẽ,BR257,a,5.1090772e-12
8031,BR,ẽ,BR257,ɑ̃,5.1090772e-12
3031,BR,ẽ,BR257,o,5.1090772e-12
9031,BR,ẽ,BR257,ɔ,5.1090772e-12
10031,BR,ẽ,BR257,ɔ̃,5.1090772e-12
4031,BR,ẽ,BR257,u,5.1090772e-12
2038,BR,ẽ,BR300,i,4.5256947e-05
5038,BR,ẽ,BR300,y,2.2532106e-06
1038,BR,ẽ,BR300,e,4.5256947e-05
11038,BR,ẽ,BR300,ɛ,0.00012302113
12038,BR,ẽ,BR300,ɛ̃,2.2532106e-06
6038,BR,ẽ,BR300,ø,2.2532106e-06
7038,BR,ẽ,BR300,œ,4.5256947e-05
38,BR,ẽ,BR300,a,0.0024709455
8038,BR,ẽ,BR300,ɑ̃,1.6649099e-05
3038,BR,ẽ,BR300,o,4.5256947e-05
9038,BR,ẽ,BR300,ɔ,1.6649099e-05
10038,BR,ẽ,BR300,ɔ̃,0.99685055
4038,BR,ẽ,BR300,u,0.0003344061
2097,BR,ẽ,BR545,i,5.573525e-06
5097,BR,ẽ,BR545,y,0.04516274
1097,BR,ẽ,BR545,e,1.5150412e-05
11097,BR,ẽ,BR545,ɛ,0.00011194724
12097,BR,ẽ,BR545,ɛ̃,5.573525e-06
6097,BR,ẽ,BR545,ø,5.573525e-06
7097,BR,ẽ,BR545,œ,4.118309e-05
97,BR,ẽ,BR545,a,0.0022485205
8097,BR,ẽ,BR545,ɑ̃,5.573525e-06
3097,BR,ẽ,BR545,o,0.00011194724
9097,BR,ẽ,BR545,ɔ,5.573525e-06
10097,BR,ẽ,BR545,ɔ̃,0.9071179
4097,BR,ẽ,BR545,u,0.04516274
2098,BR,ẽ,BR548,i,8.304015e-07
5098,BR,ẽ,BR548,y,0.00033500788
1098,BR,ẽ,BR548,e,2.2572654e-06
11098,BR,ẽ,BR548,ɛ,1.667906e-05
12098,BR,ẽ,BR548,ɛ̃,8.304015e-07
6098,BR,ẽ,BR548,ø,1.667906e-05
7098,BR,ẽ,BR548,œ,0.0009106458
98,BR,ẽ,BR548,a,1.667906e-05
8098,BR,ẽ,BR548,ɑ̃,4.5338387e-05
3098,BR,ẽ,BR548,o,6.1358833e-06
9098,BR,ẽ,BR548,ɔ,2.2572654e-06
10098,BR,ẽ,BR548,ɔ̃,0.9986444
4098,BR,ẽ,BR548,u,2.2572654e-06
2099,BR,ẽ,BR552,i,5.597685e-09
5099,BR,ẽ,BR552,y,3.0562325e-07
1099,BR,ẽ,BR552,e,5.597685e-09
11099,BR,ẽ,BR552,ɛ,5.597685e-09
12099,BR,ẽ,BR552,ɛ̃,5.597685e-09
6099,BR,ẽ,BR552,ø,5.597685e-09
7099,BR,ẽ,BR552,œ,4.1361606e-08
99,BR,ẽ,BR552,a,0.00091105007
8099,BR,ẽ,BR552,ɑ̃,8.307701e-07
3099,BR,ẽ,BR552,o,4.1361606e-08
9099,BR,ẽ,BR552,ɔ,5.597685e-09
10099,BR,ẽ,BR552,ɔ̃,0.9990877
4099,BR,ẽ,BR552,u,1.5216084e-08
2102,BR,ẽ,BR57,i,1.2203922e-05
5102,BR,ẽ,BR57,y,9.017546e-05
1102,BR,ẽ,BR57,e,3.31737e-05
11102,BR,ẽ,BR57,ɛ,1.2203922e-05
12102,BR,ẽ,BR57,ɛ̃,1.6516212e-06
6102,BR,ẽ,BR57,ø,0.00024512233
7102,BR,ẽ,BR57,œ,1.6516212e-06
102,BR,ẽ,BR57,a,0.73069936
8102,BR,ẽ,BR57,ɑ̃,1.6516212e-06
3102,BR,ẽ,BR57,o,1.6516212e-06
9102,BR,ẽ,BR57,ɔ,1.6516212e-06
10102,BR,ẽ,BR57,ɔ̃,0.2688093
4102,BR,ẽ,BR57,u,9.017546e-05
2118,BR,ẽ,BR681,i,0.5052975
5118,BR,ẽ,BR681,y,0.00016950842
1118,BR,ẽ,BR681,e,0.18588856
11118,BR,ẽ,BR681,ɛ,0.02515728
12118,BR,ẽ,BR681,ɛ̃,0.06838458
6118,BR,ẽ,BR681,ø,0.18588856
7118,BR,ẽ,BR681,œ,0.02515728
118,BR,ẽ,BR681,a,0.00046077167
8118,BR,ẽ,BR681,ɑ̃,0.0012525073
3118,BR,ẽ,BR681,o,0.00046077167
9118,BR,ẽ,BR681,ɔ,0.00046077167
10118,BR,ẽ,BR681,ɔ̃,0.0012525073
4118,BR,ẽ,BR681,u,0.00016950842
2119,BR,ẽ,BR683,i,0.00027291634
5119,BR,ẽ,BR683,y,3.6935213e-05
1119,BR,ẽ,BR683,e,0.014900727
11119,BR,ẽ,BR683,ɛ,0.005481671
12119,BR,ẽ,BR683,ɛ̃,0.014900727
6119,BR,ẽ,BR683,ø,0.040504374
7119,BR,ẽ,BR683,œ,0.81355214
119,BR,ẽ,BR683,a,3.6935213e-05
8119,BR,ẽ,BR683,ɑ̃,0.11010231
3119,BR,ẽ,BR683,o,3.6935213e-05
9119,BR,ẽ,BR683,ɔ,3.6935213e-05
10119,BR,ẽ,BR683,ɔ̃,0.000100400306
4119,BR,ẽ,BR683,u,3.6935213e-05
2120,BR,ẽ,BR685,i,0.00033136207
5120,BR,ẽ,BR685,y,6.069108e-06
1120,BR,ẽ,BR685,e,0.002448453
11120,BR,ẽ,BR685,ɛ,0.002448453
12120,BR,ẽ,BR685,ɛ̃,0.006655585
6120,BR,ẽ,BR685,ø,4.484498e-05
7120,BR,ẽ,BR685,œ,0.9877764
120,BR,ẽ,BR685,a,0.00012190129
8120,BR,ẽ,BR685,ɑ̃,0.00012190129
3120,BR,ẽ,BR685,o,6.069108e-06
9120,BR,ẽ,BR685,ɔ,1.6497546e-05
10120,BR,ẽ,BR685,ɔ̃,1.6497546e-05
4120,BR,ẽ,BR685,u,6.069108e-06
2144,BR,ẽ,BR771,i,0.0044049257
5144,BR,ẽ,BR771,y,8.067903e-05
1144,BR,ẽ,BR771,e,0.088475294
11144,BR,ẽ,BR771,ɛ,0.2405008
12144,BR,ẽ,BR771,ɛ̃,0.0044049257
6144,BR,ẽ,BR771,ø,0.00021930833
7144,BR,ẽ,BR771,œ,0.6537489
144,BR,ẽ,BR771,a,0.0016204816
8144,BR,ẽ,BR771,ɑ̃,0.0016204816
3144,BR,ẽ,BR771,o,8.067903e-05
9144,BR,ẽ,BR771,ɔ,0.00021930833
10144,BR,ẽ,BR771,ɔ̃,0.00021930833
4144,BR,ẽ,BR771,u,0.0044049257
2175,BR,ẽ,BR921,i,0.0003189589
5175,BR,ẽ,BR921,y,0.0003189589
1175,BR,ẽ,BR921,e,0.000117338415
11175,BR,ẽ,BR921,ɛ,0.000117338415
12175,BR,ẽ,BR921,ɛ̃,4.3166394e-05
6175,BR,ẽ,BR921,ø,0.00086702016
7175,BR,ẽ,BR921,œ,5.841936e-06
175,BR,ẽ,BR921,a,0.047337696
8175,BR,ẽ,BR921,ɑ̃,4.3166394e-05
3175,BR,ẽ,BR921,o,5.841936e-06
9175,BR,ẽ,BR921,ɔ,1.5880029e-05
10175,BR,ẽ,BR921,ɔ̃,0.95080304
4175,BR,ẽ,BR921,u,5.841936e-06
2183,BR,ẽ,BR962,i,6.0930593e-06
5183,BR,ẽ,BR962,y,0.0024581156
1183,BR,ẽ,BR962,e,0.00012238236
11183,BR,ẽ,BR962,ɛ,0.00012238236
12183,BR,ẽ,BR962,ɛ̃,6.0930593e-06
6183,BR,ẽ,BR962,ø,0.00033266976
7183,BR,ẽ,BR962,œ,0.0024581156
183,BR,ẽ,BR962,a,0.0024581156
8183,BR,ẽ,BR962,ɑ̃,6.0930593e-06
3183,BR,ẽ,BR962,o,1.6562652e-05
9183,BR,ẽ,BR962,ɔ,6.0930593e-06
10183,BR,ẽ,BR962,ɔ̃,0.9916746
4183,BR,ẽ,BR962,u,0.00033266976
2025,BR,ɛ,BR210,i,2.2408085e-06
5025,BR,ɛ,BR210,y,2.2408085e-06
1025,BR,ɛ,BR210,e,1.6557458e-05
11025,BR,ɛ,BR210,ɛ,4.500784e-05
12025,BR,ɛ,BR210,ɛ̃,0.00090400665
6025,BR,ɛ,BR210,ø,0.00090400665
7025,BR,ɛ,BR210,œ,4.500784e-05
25,BR,ɛ,BR210,a,0.99136364
8025,BR,ɛ,BR210,ɑ̃,1.6557458e-05
3025,BR,ɛ,BR210,o,2.2408085e-06
9025,BR,ɛ,BR210,ɔ,1.6557458e-05
10025,BR,ɛ,BR210,ɔ̃,0.0066797556
4025,BR,ɛ,BR210,u,2.2408085e-06
2026,BR,ɛ,BR213,i,0.00083946617
5026,BR,ɛ,BR213,y,4.179456e-05
1026,BR,ɛ,BR213,e,0.0062028626
11026,BR,ɛ,BR213,ɛ,0.01686113
12026,BR,ɛ,BR213,ɛ̃,0.0022819056
6026,BR,ɛ,BR213,ø,0.000113609385
7026,BR,ɛ,BR213,œ,0.0062028626
26,BR,ɛ,BR213,a,0.045833297
8026,BR,ɛ,BR213,ɑ̃,0.00083946617
3026,BR,ɛ,BR213,o,4.179456e-05
9026,BR,ɛ,BR213,ɔ,0.000113609385
10026,BR,ɛ,BR213,ɔ̃,0.9205864
4026,BR,ɛ,BR213,u,4.179456e-05
2056,BR,ɛ,BR364,i,6.1270543e-06
5056,BR,ɛ,BR364,y,8.2920667e-07
1056,BR,ɛ,BR364,e,2.2540173e-06
11056,BR,ɛ,BR364,ɛ,6.1270543e-06
12056,BR,ɛ,BR364,ɛ̃,8.2920667e-07
6056,BR,ɛ,BR364,ø,0.00012306517
7056,BR,ɛ,BR364,œ,8.2920667e-07
56,BR,ɛ,BR364,a,4.527315e-05
8056,BR,ɛ,BR364,ɑ̃,0.0024718302
3056,BR,ɛ,BR364,o,6.1270543e-06
9056,BR,ɛ,BR364,ɔ,6.1270543e-06
10056,BR,ɛ,BR364,ɔ̃,0.99720746
4056,BR,ɛ,BR364,u,0.00012306517
2057,BR,ɛ,BR37,i,0.4677211
5057,BR,ɛ,BR37,y,2.873778e-06
1057,BR,ɛ,BR37,e,0.063299164
11057,BR,ɛ,BR37,ɛ,2.1234506e-05
12057,BR,ɛ,BR37,ɛ̃,2.873778e-06
6057,BR,ɛ,BR37,ø,0.0011593647
7057,BR,ɛ,BR37,œ,2.873778e-06
57,BR,ɛ,BR37,a,5.772137e-05
8057,BR,ɛ,BR37,ɑ̃,2.873778e-06
3057,BR,ɛ,BR37,o,2.873778e-06
9057,BR,ɛ,BR37,ɔ,2.873778e-06
10057,BR,ɛ,BR37,ɔ̃,0.4677211
4057,BR,ɛ,BR37,u,2.873778e-06
2061,BR,ɛ,BR38,i,4.4814133e-06
5061,BR,ɛ,BR38,y,0.00024467686
1061,BR,ɛ,BR38,e,4.4814133e-06
11061,BR,ɛ,BR38,ɛ,3.3113414e-05
12061,BR,ɛ,BR38,ɛ̃,4.4814133e-06
6061,BR,ɛ,BR38,ø,0.0006651007
7061,BR,ɛ,BR38,œ,0.0006651007
61,BR,ɛ,BR38,a,0.26832077
8061,BR,ɛ,BR38,ɑ̃,4.4814133e-06
3061,BR,ɛ,BR38,o,1.2181744e-05
9061,BR,ɛ,BR38,ɔ,4.4814133e-06
10061,BR,ɛ,BR38,ɔ̃,0.7293715
4061,BR,ɛ,BR38,u,0.0006651007
2072,BR,ɛ,BR440,i,1.4648919e-05
5072,BR,ɛ,BR440,y,0.0007998039
1072,BR,ɛ,BR440,e,3.9819894e-05
11072,BR,ɛ,BR440,ɛ,0.0002942314
12072,BR,ɛ,BR440,ɛ̃,0.0002942314
6072,BR,ɛ,BR440,ø,0.0002942314
7072,BR,ɛ,BR440,œ,0.0021740925
72,BR,ɛ,BR440,a,0.87709147
8072,BR,ɛ,BR440,ɑ̃,0.11870142
3072,BR,ɛ,BR440,o,0.000108241686
9072,BR,ɛ,BR440,ɔ,3.9819894e-05
10072,BR,ɛ,BR440,ɔ̃,0.000108241686
4072,BR,ɛ,BR440,u,3.9819894e-05
2073,BR,ɛ,BR443,i,2.237207e-06
5073,BR,ɛ,BR443,y,0.0009025537
1073,BR,ɛ,BR443,e,6.081359e-06
11073,BR,ɛ,BR443,ɛ,4.4935503e-05
12073,BR,ɛ,BR443,ɛ̃,2.237207e-06
6073,BR,ɛ,BR443,ø,0.00012214735
7073,BR,ɛ,BR443,œ,0.00666902
73,BR,ɛ,BR443,a,0.0024533954
8073,BR,ɛ,BR443,ɑ̃,2.237207e-06
3073,BR,ɛ,BR443,o,1.6530847e-05
9073,BR,ɛ,BR443,ɔ,2.237207e-06
10073,BR,ɛ,BR443,ɔ̃,0.9897703
4073,BR,ɛ,BR443,u,6.081359e-06
2085,BR,ɛ,BR487,i,4.4830435e-06
5085,BR,ɛ,BR487,y,0.00024476586
1085,BR,ɛ,BR487,e,4.4830435e-06
11085,BR,ɛ,BR487,ɛ,4.4830435e-06
12085,BR,ɛ,BR487,ɛ̃,9.0044334e-05
6085,BR,ɛ,BR487,ø,0.26841837
7085,BR,ɛ,BR487,œ,0.7296368
85,BR,ɛ,BR487,a,0.00024476586
8085,BR,ɛ,BR487,ɑ̃,0.0006653426
3085,BR,ɛ,BR487,o,4.4830435e-06
9085,BR,ɛ,BR487,ɔ,1.2186175e-05
10085,BR,ɛ,BR487,ɔ̃,0.0006653426
4085,BR,ɛ,BR487,u,4.4830435e-06
2132,BR,ɛ,BR731,i,0.16013159
5132,BR,ɛ,BR731,y,0.00039692654
1132,BR,ɛ,BR731,e,0.16013159
11132,BR,ɛ,BR731,ɛ,0.05890912
12132,BR,ɛ,BR731,ɛ̃,0.05890912
6132,BR,ɛ,BR731,ø,0.4352828
7132,BR,ɛ,BR731,œ,0.05890912
132,BR,ɛ,BR731,a,0.05890912
8132,BR,ɛ,BR731,ɑ̃,0.0029329124
3132,BR,ɛ,BR731,o,0.0010789583
9132,BR,ɛ,BR731,ɔ,0.0010789583
10132,BR,ɛ,BR731,ɔ̃,0.0029329124
4132,BR,ɛ,BR731,u,0.00039692654
2133,BR,ɛ,BR733,i,0.0010615592
5133,BR,ɛ,BR733,y,0.00014366642
1133,BR,ɛ,BR733,e,0.05795917
11133,BR,ɛ,BR733,ɛ,0.021321986
12133,BR,ɛ,BR733,ɛ̃,0.05795917
6133,BR,ɛ,BR733,ø,0.42826355
7133,BR,ɛ,BR733,œ,0.42826355
133,BR,ɛ,BR733,a,0.00039052582
8133,BR,ɛ,BR733,ɑ̃,0.0010615592
3133,BR,ɛ,BR733,o,0.00039052582
9133,BR,ɛ,BR733,ɔ,0.0010615592
10133,BR,ɛ,BR733,ɔ̃,0.0010615592
4133,BR,ɛ,BR733,u,0.0010615592
2134,BR,ɛ,BR74,i,8.1108976e-07
5134,BR,ɛ,BR74,y,8.1108976e-07
1134,BR,ɛ,BR74,e,8.1108976e-07
11134,BR,ɛ,BR74,ɛ,5.9931876e-06
12134,BR,ɛ,BR74,ɛ̃,0.00012037639
6134,BR,ɛ,BR74,ø,2.2047705e-06
7134,BR,ɛ,BR74,œ,8.1108976e-07
134,BR,ɛ,BR74,a,0.006572328
8134,BR,ɛ,BR74,ɑ̃,0.017865442
3134,BR,ɛ,BR74,o,2.2047705e-06
9134,BR,ɛ,BR74,ɔ,5.9931876e-06
10134,BR,ɛ,BR74,ɔ̃,0.97542
4134,BR,ɛ,BR74,u,2.2047705e-06
2139,BR,ɛ,BR749,i,0.1677148
5139,BR,ɛ,BR749,y,0.00041572345
1139,BR,ɛ,BR749,e,0.1677148
11139,BR,ɛ,BR749,ɛ,0.061698828
12139,BR,ɛ,BR749,ɛ̃,0.061698828
6139,BR,ɛ,BR749,ø,0.4558961
7139,BR,ɛ,BR749,œ,0.061698828
139,BR,ɛ,BR749,a,0.0011300535
8139,BR,ɛ,BR749,ɑ̃,0.0011300535
3139,BR,ɛ,BR749,o,0.008350029
9139,BR,ɛ,BR749,ɔ,0.008350029
10139,BR,ɛ,BR749,ɔ̃,0.0030718038
4139,BR,ɛ,BR749,u,0.0011300535
2150,BR,ɛ,BR810,i,0.009486519
5150,BR,ɛ,BR810,y,0.00017375164
1150,BR,ɛ,BR810,e,0.07009642
11150,BR,ɛ,BR810,ɛ,0.07009642
12150,BR,ɛ,BR810,ɛ̃,0.07009642
6150,BR,ɛ,BR810,ø,0.00047230595
7150,BR,ɛ,BR810,œ,0.19054182
150,BR,ɛ,BR810,a,0.07009642
8150,BR,ɛ,BR810,ɑ̃,0.51794636
3150,BR,ɛ,BR810,o,0.00017375164
9150,BR,ɛ,BR810,ɔ,0.00017375164
10150,BR,ɛ,BR810,ɔ̃,0.00047230595
4150,BR,ɛ,BR810,u,0.00017375164
2164,BR,ɛ,BR860,i,0.0044192607
5164,BR,ɛ,BR860,y,0.00022002203
1164,BR,ɛ,BR860,e,0.0044192607
11164,BR,ɛ,BR860,ɛ,0.032654166
12164,BR,ɛ,BR860,ɛ̃,0.0016257552
6164,BR,ɛ,BR860,ø,0.032654166
7164,BR,ɛ,BR860,œ,0.0005980819
164,BR,ɛ,BR860,a,0.65587646
8164,BR,ɛ,BR860,ɑ̃,0.0016257552
3164,BR,ɛ,BR860,o,0.0120127965
9164,BR,ɛ,BR860,ɔ,0.0120127965
10164,BR,ɛ,BR860,ɔ̃,0.24128348
4164,BR,ɛ,BR860,u,0.0005980819
2176,BR,ɛ,BR927,i,2.255134e-06
5176,BR,ɛ,BR927,y,0.00012312614
1176,BR,ɛ,BR927,e,4.529558e-05
11176,BR,ɛ,BR927,ɛ,4.529558e-05
12176,BR,ɛ,BR927,ɛ̃,2.255134e-06
6176,BR,ɛ,BR927,ø,2.255134e-06
7176,BR,ɛ,BR927,œ,0.000909786
176,BR,ɛ,BR927,a,0.000909786
8176,BR,ɛ,BR927,ɑ̃,0.00012312614
3176,BR,ɛ,BR927,o,6.13009e-06
9176,BR,ɛ,BR927,ɔ,6.13009e-06
10176,BR,ɛ,BR927,ɔ̃,0.99770147
4176,BR,ɛ,BR927,u,0.00012312614
2177,BR,ɛ,BR928,i,0.0039760787
5177,BR,ɛ,BR928,y,0.010808104
1177,BR,ɛ,BR928,e,0.010808104
11177,BR,ɛ,BR928,ɛ,0.59010243
12177,BR,ɛ,BR928,ɛ̃,0.07986168
6177,BR,ɛ,BR928,ø,0.00019795731
7177,BR,ɛ,BR928,œ,0.0014627178
177,BR,ɛ,BR928,a,0.21708655
8177,BR,ɛ,BR928,ɑ̃,0.0014627178
3177,BR,ɛ,BR928,o,0.00019795731
9177,BR,ɛ,BR928,ɔ,0.00019795731
10177,BR,ɛ,BR928,ɔ̃,0.07986168
4177,BR,ɛ,BR928,u,0.0039760787
2039,BR,a,BR31,i,1.6507256e-06
5039,BR,a,BR31,y,1.6507256e-06
1039,BR,a,BR31,e,1.6507256e-06
11039,BR,a,BR31,ɛ,1.21973035e-05
12039,BR,a,BR31,ɛ̃,0.0002449894
6039,BR,a,BR31,ø,4.4871376e-06
7039,BR,a,BR31,œ,4.4871376e-06
39,BR,a,BR31,a,0.2686635
8039,BR,a,BR31,ɑ̃,0.00066595024
3039,BR,a,BR31,o,1.6507256e-06
9039,BR,a,BR31,ɔ,4.4871376e-06
10039,BR,a,BR31,ɔ̃,0.7303031
4039,BR,a,BR31,u,9.012656e-05
2040,BR,a,BR313,i,0.00083946617
5040,BR,a,BR313,y,4.179456e-05
1040,BR,a,BR313,e,0.00083946617
11040,BR,a,BR313,ɛ,0.0022819056
12040,BR,a,BR313,ɛ̃,0.045833297
6040,BR,a,BR313,ø,4.179456e-05
7040,BR,a,BR313,œ,0.0062028626
40,BR,a,BR313,a,0.0062028626
8040,BR,a,BR313,ɑ̃,0.9205864
3040,BR,a,BR313,o,0.000113609385
9040,BR,a,BR313,ɔ,0.000113609385
10040,BR,a,BR313,ɔ̃,0.01686113
4040,BR,a,BR313,u,4.179456e-05
2041,BR,a,BR314,i,0.000504125
5041,BR,a,BR314,y,6.8225905e-05
1041,BR,a,BR314,e,0.001370354
11041,BR,a,BR314,ɛ,0.20337856
12041,BR,a,BR314,ɛ̃,0.010125622
6041,BR,a,BR314,ø,0.00018545723
7041,BR,a,BR314,œ,0.027524294
41,BR,a,BR314,a,0.20337856
8041,BR,a,BR314,ɑ̃,0.55284023
3041,BR,a,BR314,o,0.00018545723
9041,BR,a,BR314,ɔ,0.00018545723
10041,BR,a,BR314,ɔ̃,0.00018545723
4041,BR,a,BR314,u,6.8225905e-05
2042,BR,a,BR32,i,2.2154575e-06
5042,BR,a,BR32,y,2.2154575e-06
1042,BR,a,BR32,e,2.2154575e-06
11042,BR,a,BR32,ɛ,1.6370139e-05
12042,BR,a,BR32,ɛ̃,0.017952038
6042,BR,a,BR32,ø,0.0008937794
7042,BR,a,BR32,œ,6.022238e-06
42,BR,a,BR32,a,0.9801481
8042,BR,a,BR32,ɑ̃,0.0008937794
3042,BR,a,BR32,o,1.6370139e-05
9042,BR,a,BR32,ɔ,4.4498654e-05
10042,BR,a,BR32,ɔ̃,1.6370139e-05
4042,BR,a,BR32,u,6.022238e-06
2046,BR,a,BR33,i,5.602778e-09
5046,BR,a,BR33,y,5.602778e-09
1046,BR,a,BR33,e,5.602778e-09
11046,BR,a,BR33,ɛ,4.1399236e-08
12046,BR,a,BR33,ɛ̃,2.260322e-06
6046,BR,a,BR33,ø,8.3152594e-07
7046,BR,a,BR33,œ,4.1399236e-08
46,BR,a,BR33,a,0.99999666
8046,BR,a,BR33,ɑ̃,4.1399236e-08
3046,BR,a,BR33,o,4.1399236e-08
9046,BR,a,BR33,ɔ,1.125348e-07
10046,BR,a,BR33,ɔ̃,1.125348e-07
4046,BR,a,BR33,u,1.5229928e-08
2055,BR,a,BR359,i,8.3120614e-07
5055,BR,a,BR359,y,1.1249151e-07
1055,BR,a,BR359,e,3.0578363e-07
11055,BR,a,BR359,ɛ,8.3120614e-07
12055,BR,a,BR359,ɛ̃,8.3120614e-07
6055,BR,a,BR359,ø,1.1249151e-07
7055,BR,a,BR359,œ,2.2594525e-06
55,BR,a,BR359,a,4.5382316e-05
